,metrics,mean,std
0,AUPR,0.347513947829822,0.012090182451173626
1,AUROC,0.5255925584249634,0.011414866571780567
2,Accuracy,0.6544773386924412,0.0060319537130612
3,F1 score,0.014810397504597471,0.015345427999923365
4,Precision,0.21797618970584207,0.06657102105014236
5,Recall,0.007878636660896696,0.008579753018698457
