,metrics,mean,std
0,AUPR,0.3460290822824567,0.013376718535186717
1,AUROC,0.5230274634584197,0.010448593543351481
2,Accuracy,0.6536930383730867,0.006684829054292197
3,F1 score,0.016427480772786593,0.018535549507793767
4,Precision,0.2170089422822307,0.07059290787085394
5,Recall,0.008860447683316511,0.010558285305036972
