,metrics,mean,std
0,AUPR,0.34694858066057693,0.012105397078640634
1,AUROC,0.5250328349270006,0.011037729573293256
2,Accuracy,0.6542420943212371,0.006157502835570678
3,F1 score,0.01533503465463796,0.016084105920426632
4,Precision,0.2175250974936853,0.06640227350214477
5,Recall,0.008183696432362908,0.009037059028592911
