,metrics,mean,std
0,AUPR,0.9998238127621657,0.0001490734268712836
1,AUROC,0.8603845544347286,0.10020011358686666
2,Accuracy,0.9945792338892882,0.0029496341225070935
3,F1 score,0.9972802007864008,0.0014852662627116767
4,Precision,0.9989296809465247,3.1812608523148894e-06
5,Recall,0.9956402368429758,0.002952780750155884
