,metrics,mean,std
0,AUPR,0.9998383926145825,0.00013343038853368407
1,AUROC,0.8701361579789111,0.09053633769850467
2,Accuracy,0.9945812991003941,0.0031872331260013585
3,F1 score,0.9972808536369078,0.0016042922925215142
4,Precision,0.998929681517071,3.4348749608616186e-06
5,Recall,0.9956423042572193,0.003190633220881226
