,metrics,mean,std
0,AUPR,0.9998382270313044,0.00012419126128911543
1,AUROC,0.8696380775009174,0.08467585131192693
2,Accuracy,0.9946063294589973,0.002943752924525074
3,F1 score,0.9972937729237384,0.001481640047405234
4,Precision,0.998929709866325,3.172061105479452e-06
5,Recall,0.9956673613178525,0.002946893278195667
