,metrics,mean,std
0,AUPR,0.9997912846190105,0.0001668036183369476
1,AUROC,0.8371297405327812,0.110763311853784
2,Accuracy,0.9956134916111126,0.0017106232227043158
3,F1 score,0.9978013359129981,0.0008588439826932983
4,Precision,0.9989307978894575,1.834103647646208e-06
5,Recall,0.9966755978961992,0.0017124480911814499
